Current Density (A/cm2),Potential (V),HFR (Î©cm2)
0.0100189208984375,1.4080810546875,0.10926149573683197
0.0149017333984375,1.4208984375,0.10981957703046379
0.01993408203125,1.42974853515625,0.11034030338955766
0.03001708984375,1.4410400390625,0.11001127655558118
0.0399383544921874,1.44927978515625,0.1100064020200431
0.050018310546875,1.4556884765625,0.10993829553929077
0.0750732421875,1.46697998046875,0.10977712223853957
0.099945068359375,1.47613525390625,0.10995658778495729
0.1500244140625,1.490478515625,0.10997022281404822
0.20010375976562603,1.502685546875,0.10975374365397039
0.30010986328125,1.52313232421875,0.11024782216731646
0.400177001953126,1.54144287109375,0.11047210725192227
0.50018310546875,1.558837890625,0.11039133033906912
0.7501220703125,1.59759521484375,0.11056002389954904
1.00006103515625,1.63421630859375,0.11041129665406142
1.49993896484375,1.702880859375,0.11078316268010792
2.0001220703125,1.7694091796875,0.11092811561446331
3.0001831054687598,1.89666748046875,0.1109191541035578
3.9974975585937598,2.02056884765625,0.11102806254990319
